Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Image URL,Activities,Source
Paaji Nazmein,,,,,Gulzar,Gulzar,,,,,,Radhakrishna Prakashan,,2018/10/14,2018,,,,,"ये गुलज़ार की नज़्मों का मजमुआ है जिससे हमें एक थोड़े अलग मिज़ाज के गुलज़ार को जानने का मौका मिलता है। बहैसियत गीतकार उन्होंने रूमान और ज़ुबान के जिस जादू से हमें नवाज़ा है, उससे भी अलग। ये नज़्में सीधे सवाल न करते हुए भी हमारे सामने सवाल छोड़ती हैं, ऐसे सवाल जिन्हें कोई ऐसा ही शख्स पूछ सकता है जिसे दुनिया का बहुरंगी तिलस्म अपने बस में न कर पाया हो। इन नज़्मों में गुस्सा भी है, अपने आसपास की दुनिया के मामूलीपन से कोफ्त भी इन्हें होती है, कहीं वे अपने आसपास के लोगों की क्षुद्रताओं पर उन्हें चिकोटी काटकर मुस्कुराने लगती हैं, कहीं हल्का-सा तंज़ करके उन्हें उनकी ओढ़ी हुई ऊँचाइयों में छोटा कर देती हैं। यहाँ तक कि वे ईश्वर को भी नहीं बख्शतीं। उसको कहती हैं कि ये तुम्हारे भक्त तुम्हारे ऊपर तेल भी डालते हैं और शहद भी, कितनी चिपचिपाहट होती होगी! अगर सब कुछ देख रहे तो एक बार घी से उठे धुएँ पर ज़रा छींक कर ही दिखा दो। लेकिन फिर उन्हें महसूस होता है कि दुनिया-भर की नज़्मों को जितनी ज़ुबानें आती हैं, उनमें से कोई भी उस सर्वशक्तिमान की समझ में नहीं अँटती—'न वो गर्दन हिलाता है, न वो हँकारा भरता है'। इसलिए गुलज़ार चाँद की तख्ती पर गालिब का एक शेर लिख देते हैं कि शायद वो फरिश्तों ही से पढ़वा ले, कि इंसान को उसकी इंसानियत में छोटा बनानेवाले वे खुदा के चहेते ही शायद पढ़कर उसे सुना दें, लेकिन अफसोस कि बजाय इसके वह उसे या तो धो देता है या कुतर के फाँक जाता है, यानी वो 'खुदा अपना' शायद पढ़ा-लिखा भी नहीं है, अगर होता तो कम-से-कम चिट्ठी-पत्री तो कुछ करता! ताकत के सबसे ऊँचे मचान पर इससे बड़ी चोट और क्या होगी! गुलजार की ये नज़्में बड़बोली नहीं हैं, न अपनी कद-काठी में और न अपनी ज़ुबान में। लेकिन वे हमें बड़बोलों की एक एंटी-थीसिस देती हैं। वे बड़ी समझदारी के साथ हमें यह हिम्मत जुटाने की दावत देती हैं कि मोबाइल की ठहरी हुई इस दुनिया में 'पर्तिपाल' नाम के आदमी की बरतरी को 'पाली' नाम के कुत्ते की कमतरी के साथ रखकर तौला जा सकता है।",,,,,,,,,,,88,,,,,125 ,English,,,,,,9788183618700,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:07:55.064789056,,,,,,,4VF0DwAAQBAJ,Hindi,0,0,,,,
Majāza,,"Majāza kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ aura śe'ra = Majaz",,,1911-1955 Majāz,"Majāz, 1911-1955",,,,,,,,,,,,,,,,,,,,,,,,,122,,,,, 140.00,,,,,,,9789350643846,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:15:42.388018965,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643847.01Z.jpg,,
Paron ko Khol,,,,,Shakeel Azmi,"Azmi, Shakeel",,,,,,Manjul Publishing,,,,,,,Poetry,"शायरी का जन्म भावनाओं से होता है और भावनाएँ पैदा होती है जीवन के आस-पास के उन तत्वों के स्वाभाव और बर्ताव से जो शायर के जीवन में कभी जाने और कभी अनजाने में प्रवेश करते हैं. ये तत्व प्रेम बनकर व्यक्ति के मन में खिलते और शरीर में महकते हैं, ख़ुशी बन कर चेहरे पर मुस्काते और खिलखिलाते हैं, पीड़ा बनकर आखों से आँसूं कि तरह बहते हैं, क्रोध बनकर ज़बान पर गाली की तरह आते हैं और कभी-कभी अपनी सीमा लाँघकर हाथापाई, लाठी-डंडा, तलवार और बन्दूक तक पहुँच जाते हैं.शायर की पीड़ा उसकी आँखों में आँसूं बनकर नहीं आती बल्कि उसकी क़लम में रौशनाई का काम करती हैं. ऐसी ही यात्रा की तस्वीर है 'परों को खोल', जहाँ शायर इस बदली दुनिया को देखता-परखता है और अपने मिज़ाज़ के मुताबिक उसे क़लम से उकेरता है.यह शकील आज़मी की श्रेष्ठ रचनाओं का संकलन है जो हर एक पढ़ने और सुनाने वाले को अपना बना लेती है.",,,,,,,,,,,192,,,,,195 ,Hindi,,,,,,9788183227957,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:16:47.539268016,,,,,,,sskkDwAAQBAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/986E16DA-1FD5-4F1E-9F1D-928F32142F2A,,
Rukhsat Karo Mujhe,,,,,Munawwar Rana,"Rana, Munawwar",,,,,,Vani Prakashan,,2017/11/23,2017,,,,Juvenile Nonfiction,,,,,,,,,,,,196,,,,,350 ,Hindi,,,,,,9789387409071,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:18:11.060897946,,,,,,,GQ5BDwAAQBAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/23F40AFD-C7C6-443B-A6D7-284AAE7E6CF3,,
Raavi Paar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,, 295.00,,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:21:17.920601010,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,,
Subhānā aura anya kahāniyām̐,,,,,Satyavatī Mallika,"Mallika, Satyavatī",,,,,,Vāṇī Prakāśana,,,2014,,,,,,,,,,,,,,,,139,,,,, 250.00,,,,,,,9789350726112,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:21:51.990759015,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350726114.01Z.jpg,,
Parīk̲h̲ānā,,,,,King of Oudh Wajid ʻAli Shah,"Wajid ʻAli Shah, King of Oudh",,,,,,,,,,,,,,,,,,,,,,,,,169,,,,, 225.00,,,,,2017352096,,9789350643907,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:22:24.174082040,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643901.01Z.jpg,,
Āvārā masīhā,,,,,Vishnu Prabhakar,"Prabhakar, Vishnu",,,,,,Rajpal & Sons,,,2013,,,,,"Biography of a great Indian man of letters, Saradacandra Chatterji (ie., Saratcandra Cattopadhyaya).",,,,,,,,,,,354,,,,, 365.00,Hindi,,,,,,9788170280040,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:23:09.610303997,,,,,,,CQ-z1kGSER4C,Hindi,0,0,,,,
Ruk̲h̲asata karo mujhe,,,,,Munavvar Rānā,"Rānā, Munavvar",,,,,,,,,,,,,,,,,,,,,,,,,196,,,,, 200.00,,,,,,,9789387409088,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:27:59.443629026,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9387409082.01Z.jpg,,
Nācyau bahuta Gopāla,,,,,Amritlal Nagar,"Nagar, Amritlal",,,,,,Rajpal & Sons,,,2000,,,,,On the life of Mehatars community in India.,,,,,,,,,,,345,,,,, 375.00,Hindi,,,,,,9788170280057,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:29:27.684687018,,,,,,,DH6AEMQLKLIC,Hindi,0,0,,,,
Parīk̲h̲ānā,,,,,King of Oudh Wajid ʻAli Shah,"Wajid ʻAli Shah, King of Oudh",,,,,,,,,,,,,,,,,,,,,,,,,169,,,,, 225.00,,,,,2017352096,,9789350643907,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:29:45.815826058,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643901.01Z.jpg,,
Parīk̲h̲ānā,,,,,King of Oudh Wajid ʻAli Shah,"Wajid ʻAli Shah, King of Oudh",,,,,,,,,,,,,,,,,,,,,,,,,169,,,,, 225.00,,,,,2017352096,,9789350643907,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:30:11.120777010,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643901.01Z.jpg,,
Jhini-Jhini Bini Chadariya,,,,,Abdul Bismillah,"Bismillah, Abdul",,,,,,Rajkamal Prakashan,,2008/09/01,2008,,,,,"बिरासत अगर संघर्ष की हो तो उसे अगली पीढ़ी को सौंप देने की कला सिखाता है - अब्दुल बिस्मिल्लाह का उपन्यास - ‘झीनी झीनी बीनी चदरिया’। इस उपन्यास को लिखने से पहले दस वर्षों तक अब्दुल बिस्मिल्लाह ने बनारस के बुनकरों के बीच रहकर उनके जीवन का अध्ययन किया, जिसके कारण इस उपन्यास में बुनकरों की हँसी-खुशी, दुख-दर्द, हसरत-उम्मीद, जद्दोजहद और संघर्ष...यानी सब कुछ सच के समक्ष खड़ा हो जाता है आईना बनकर - यही इस उपन्यास की विशेषता है।  बनारस के बुनकरों की व्यथा-कथा कहनेवाला यह उपन्यास न केवल सतत् संघर्ष की प्रेरणा देता है बल्कि यह नसीहत भी देता है कि जो संघर्ष अंजाम तक नहीं पहुँच पाए उसकी युयुत्सा से स्वर को आनेवाली पीढ़ी तक जाने दो। इस प्रक्रिया में लेखक ने शोषण के पूरे तंत्र को बड़ी बारीकी से उकेरा है, बेनकाब किया है। भ्रष्ट राजनीतिक हथकंडों और बेअसर कल्याणकारी योजनाओं का जैसा खुलासा ‘झीनी झीनी बीनी चदरिया’ की शब्द-योजना में नहीं, बल्कि अभिव्यक्ति की कलात्मकता में है जिसके फलस्वरूप इसके पात्र रऊफ चचा, नजबुनिया, नसीबुन बुआ, रेहाना, कमरुन, लतीफ, बशीर और अल्ताफ़ उपन्यास की पंक्तियों में जीवन्त हो उठते हैं और उनका संघर्ष बरबस पाठकों की संवेदना बटोर लेता है। वस्तुतः इस उपन्यासक के माध्यम से हम जिस लोकोन्मुख सामाजिक यथार्थ के रू-ब-रू होते हैं, जिस परिवेश की जीवन्त उपस्थिति से गुज़रते हैं, उसका रचनात्मक महत्त्व होने के साथ ही ऐतिहासिक महत्त्व भी है।",,,,,,,,,,,208,,,,,199 ,Hindi,,,,,,9788171786695,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:34:20.274785995,,,,,,,Z9ooeZKd34oC,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/3B804365-63E5-4344-8B35-4D3896A7377B,,
Kachchi Dhoop,,,,,"Vijay Tendulkar   , Translated by Murlidhar Jagtap","Tendulkar, Vijay",,,,,,Vani Prakashan,,2018/09/01,2018,,,,Literary Collections,‘कच्ची धूप’ महाराष्ट्र टाइम्स में प्रारम्भ किया गया यह स्तम्भ बहुत ही लोकप्रिय हुआ। पाठकों ने इन लेखों का हृदय से स्वागत किया। विजय तेंडुलकर की अन्तर्दृष्टि अत्यधिक तीव्र है वह नित्य-प्रति जीवन के समक्ष घटने वाली सामान्य घटनाओं की अभिव्यक्ति इतनी सहजता और मार्मिकता से करते हैं कि पाठक मन्त्रमुग्ध सा हुआ उन्हें आसपास घटित होता हुआ सा महसूस करता है। इन लेखों का हृदयग्राही रसास्वादन ‘कच्ची धूप’ पुस्तक के माध्यम से किया जा सकता है।,,,,,,,,,,,128,,,,,250 ,Hindi,,,,,,9789387409255,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:36:28.598212957,,,,,,,dDpvDwAAQBAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/DB54E00D-52FA-413F-81AA-9B93B49DB462,,
Kachchi Dhoop,,,,,"Vijay Tendulkar   , Translated by Murlidhar Jagtap","Tendulkar, Vijay",,,,,,Vani Prakashan,,2018/09/01,2018,,,,Literary Collections,‘कच्ची धूप’ महाराष्ट्र टाइम्स में प्रारम्भ किया गया यह स्तम्भ बहुत ही लोकप्रिय हुआ। पाठकों ने इन लेखों का हृदय से स्वागत किया। विजय तेंडुलकर की अन्तर्दृष्टि अत्यधिक तीव्र है वह नित्य-प्रति जीवन के समक्ष घटने वाली सामान्य घटनाओं की अभिव्यक्ति इतनी सहजता और मार्मिकता से करते हैं कि पाठक मन्त्रमुग्ध सा हुआ उन्हें आसपास घटित होता हुआ सा महसूस करता है। इन लेखों का हृदयग्राही रसास्वादन ‘कच्ची धूप’ पुस्तक के माध्यम से किया जा सकता है।,,,,,,,,,,,128,,,,,250 ,Hindi,,,,,,9789387409255,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 16:41:28.058735966,,,,,,,dDpvDwAAQBAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/74344CBE-9A92-4908-80C2-06370B04747A,,
